#Gene	Rank	# rare mutations	avg # rare mutations per sample	# rare truncating mutations	avg # truncating mutations per sample
TAF1B	7641	7	0.00639269406392694	1	0.00091324200913242
GPR173	7642	7	0.00639269406392694	1	0.00091324200913242
USP49	7643	7	0.00639269406392694	1	0.00091324200913242
TRIM3	7644	7	0.00639269406392694	1	0.00091324200913242
STOML1	7645	7	0.00639269406392694	0	0
IDH2	7646	7	0.00639269406392694	0	0
LRFN3	7647	7	0.00639269406392694	0	0
SUN1	7648	7	0.00639269406392694	1	0.00091324200913242
NUDT18	7649	7	0.00639269406392694	3	0.00273972602739726
LPPR2	7650	7	0.00639269406392694	0	0
ZNF527	7651	7	0.00639269406392694	1	0.00091324200913242
ZNF771	7652	7	0.00639269406392694	1	0.00091324200913242
ZW10	7653	7	0.00639269406392694	0	0
C5ORF45	7654	7	0.00639269406392694	1	0.00091324200913242
RIMS3	7655	7	0.00639269406392694	1	0.00091324200913242
MYLK4	7656	7	0.00639269406392694	0	0
PCK1	7657	7	0.00639269406392694	0	0
LAT2	7658	7	0.00639269406392694	2	0.00182648401826484
AGFG2	7659	7	0.00639269406392694	1	0.00091324200913242
GALNT7	7660	7	0.00639269406392694	2	0.00182648401826484
UBXN2B	7661	7	0.00639269406392694	2	0.00182648401826484
SIT1	7662	7	0.00639269406392694	2	0.00182648401826484
POLR3C	7663	7	0.00639269406392694	1	0.00091324200913242
ADPRHL1	7664	7	0.00639269406392694	1	0.00091324200913242
PUS10	7665	7	0.00639269406392694	2	0.00182648401826484
RPRD2	7666	7	0.00639269406392694	1	0.00091324200913242
NFAM1	7667	7	0.00639269406392694	0	0
ECI2	7668	7	0.00639269406392694	0	0
DSG4	7669	7	0.00639269406392694	1	0.00091324200913242
NCAPH	7670	7	0.00639269406392694	0	0
TMEM45B	7671	7	0.00639269406392694	1	0.00091324200913242
ZC3H7B	7672	7	0.00639269406392694	2	0.00182648401826484
SCFD2	7673	7	0.00639269406392694	0	0
ARHGAP9	7674	7	0.00639269406392694	2	0.00182648401826484
UGT1A9	7675	7	0.00639269406392694	0	0
LIME1	7676	7	0.00639269406392694	1	0.00091324200913242
DDRGK1	7677	7	0.00639269406392694	2	0.00182648401826484
ARRDC3	7678	7	0.00639269406392694	1	0.00091324200913242
CDH1	7679	7	0.00639269406392694	0	0
SCN2A	7680	7	0.00639269406392694	0	0
TSHZ3	7681	7	0.00639269406392694	0	0
RNF148	7682	7	0.00639269406392694	0	0
NPBWR1	7683	7	0.00639269406392694	0	0
CPNE3	7684	7	0.00639269406392694	1	0.00091324200913242
HOXA4	7685	7	0.00639269406392694	1	0.00091324200913242
SEMA3D	7686	7	0.00639269406392694	0	0
C19ORF21	7687	7	0.00639269406392694	0	0
TGFA	7688	7	0.00639269406392694	2	0.00182648401826484
C8ORF59	7689	7	0.00639269406392694	7	0.00639269406392694
C1ORF228	7690	7	0.00639269406392694	1	0.00091324200913242
THUMPD2	7691	7	0.00639269406392694	0	0
XKR8	7692	7	0.00639269406392694	0	0
OR1F1	7693	7	0.00639269406392694	0	0
IPO11	7694	7	0.00639269406392694	1	0.00091324200913242
ZC3H11A	7695	7	0.00639269406392694	1	0.00091324200913242
RNF40	7696	7	0.00639269406392694	1	0.00091324200913242
KIAA0319	7697	7	0.00639269406392694	0	0
FSTL3	7698	7	0.00639269406392694	2	0.00182648401826484
RGMA	7699	7	0.00639269406392694	0	0
PKD2L1	7700	7	0.00639269406392694	0	0
SYVN1	7701	7	0.00639269406392694	1	0.00091324200913242
FUT5	7702	7	0.00639269406392694	1	0.00091324200913242
CLDND2	7703	7	0.00639269406392694	1	0.00091324200913242
EXOSC6	7704	7	0.00639269406392694	1	0.00091324200913242
PMEPA1	7705	7	0.00639269406392694	0	0
LRP2BP	7706	7	0.00639269406392694	1	0.00091324200913242
LARP4B	7707	7	0.00639269406392694	0	0
ZGPAT	7708	7	0.00639269406392694	0	0
SEMA3C	7709	7	0.00639269406392694	1	0.00091324200913242
PAH	7710	7	0.00639269406392694	1	0.00091324200913242
DHRS2	7711	7	0.00639269406392694	0	0
AACS	7712	7	0.00639269406392694	0	0
KCNG1	7713	7	0.00639269406392694	0	0
PARN	7714	7	0.00639269406392694	1	0.00091324200913242
MAP3K3	7715	7	0.00639269406392694	0	0
C3ORF67	7716	7	0.00639269406392694	0	0
TMEM132E	7717	7	0.00639269406392694	1	0.00091324200913242
RPS6KA5	7718	7	0.00639269406392694	2	0.00182648401826484
FAHD1	7719	7	0.00639269406392694	2	0.00182648401826484
TMEM52	7720	7	0.00639269406392694	3	0.00273972602739726
BPIFB2	7721	7	0.00639269406392694	0	0
POLR2B	7722	7	0.00639269406392694	0	0
SETDB1	7723	7	0.00639269406392694	2	0.00182648401826484
DNAL4	7724	7	0.00639269406392694	2	0.00182648401826484
IPP	7725	7	0.00639269406392694	1	0.00091324200913242
C17ORF104	7726	7	0.00639269406392694	0	0
ZNHIT2	7727	7	0.00639269406392694	0	0
TMEM104	7728	7	0.00639269406392694	1	0.00091324200913242
LRRC8A	7729	7	0.00639269406392694	1	0.00091324200913242
PEX16	7730	7	0.00639269406392694	0	0
PRSS56	7731	7	0.00639269406392694	1	0.00091324200913242
PSG4	7732	7	0.00639269406392694	1	0.00091324200913242
DOM3Z	7733	7	0.00639269406392694	1	0.00091324200913242
GORAB	7734	7	0.00639269406392694	0	0
FAM175A	7735	7	0.00639269406392694	1	0.00091324200913242
OR4S1	7736	7	0.00639269406392694	0	0
C3ORF80	7737	7	0.00639269406392694	0	0
EXOC1	7738	7	0.00639269406392694	0	0
GRHL1	7739	7	0.00639269406392694	0	0
PSTK	7740	7	0.00639269406392694	0	0
ZNF511	7741	7	0.00639269406392694	1	0.00091324200913242
ZMYM5	7742	7	0.00639269406392694	2	0.00182648401826484
IFNAR1	7743	7	0.00639269406392694	2	0.00182648401826484
HNRNPK	7744	7	0.00639269406392694	1	0.00091324200913242
TLR5	7745	7	0.00639269406392694	1	0.00091324200913242
EPB41L3	7746	7	0.00639269406392694	1	0.00091324200913242
ZBTB41	7747	7	0.00639269406392694	0	0
KRT33B	7748	7	0.00639269406392694	0	0
C8ORF33	7749	7	0.00639269406392694	1	0.00091324200913242
SOX15	7750	7	0.00639269406392694	0	0
MCAT	7751	7	0.00639269406392694	0	0
TSTD1	7752	7	0.00639269406392694	0	0
PSRC1	7753	7	0.00639269406392694	0	0
GYLTL1B	7754	7	0.00639269406392694	1	0.00091324200913242
CDK18	7755	7	0.00639269406392694	1	0.00091324200913242
PDCD6	7756	7	0.00639269406392694	0	0
FBXO34	7757	7	0.00639269406392694	1	0.00091324200913242
RTN4IP1	7758	7	0.00639269406392694	2	0.00182648401826484
SLC5A7	7759	7	0.00639269406392694	0	0
SDF4	7760	7	0.00639269406392694	1	0.00091324200913242
ITGBL1	7761	7	0.00639269406392694	0	0
PAPD7	7762	7	0.00639269406392694	1	0.00091324200913242
UPB1	7763	7	0.00639269406392694	1	0.00091324200913242
SRRM5	7764	7	0.00639269406392694	1	0.00091324200913242
TMEM43	7765	7	0.00639269406392694	2	0.00182648401826484
CPA3	7766	7	0.00639269406392694	1	0.00091324200913242
C5AR2	7767	7	0.00639269406392694	1	0.00091324200913242
RNPEP	7768	7	0.00639269406392694	1	0.00091324200913242
CHMP1A	7769	7	0.00639269406392694	1	0.00091324200913242
B3GALT6	7770	7	0.00639269406392694	1	0.00091324200913242
NSFL1C	7771	7	0.00639269406392694	1	0.00091324200913242
C21ORF59	7772	7	0.00639269406392694	2	0.00182648401826484
E2F2	7773	7	0.00639269406392694	0	0
TMEM64	7774	7	0.00639269406392694	1	0.00091324200913242
ASH2L	7775	7	0.00639269406392694	1	0.00091324200913242
CABYR	7776	7	0.00639269406392694	2	0.00182648401826484
FAM124A	7777	7	0.00639269406392694	1	0.00091324200913242
SULF1	7778	7	0.00639269406392694	1	0.00091324200913242
SLC2A2	7779	7	0.00639269406392694	2	0.00182648401826484
KIRREL	7780	7	0.00639269406392694	1	0.00091324200913242
PIK3R1	7781	7	0.00639269406392694	2	0.00182648401826484
STAMBP	7782	7	0.00639269406392694	2	0.00182648401826484
ZNF135	7783	7	0.00639269406392694	0	0
KDELR2	7784	7	0.00639269406392694	0	0
ZNF570	7785	7	0.00639269406392694	0	0
POU3F3	7786	7	0.00639269406392694	1	0.00091324200913242
DDX56	7787	7	0.00639269406392694	2	0.00182648401826484
THAP9	7788	7	0.00639269406392694	0	0
ST6GALNAC1	7789	7	0.00639269406392694	1	0.00091324200913242
THEM6	7790	7	0.00639269406392694	0	0
CD300C	7791	7	0.00639269406392694	0	0
SERINC3	7792	7	0.00639269406392694	0	0
DDOST	7793	7	0.00639269406392694	2	0.00182648401826484
INTU	7794	7	0.00639269406392694	1	0.00091324200913242
LNPEP	7795	7	0.00639269406392694	0	0
YARS2	7796	7	0.00639269406392694	1	0.00091324200913242
COQ7	7797	7	0.00639269406392694	1	0.00091324200913242
CTIF	7798	7	0.00639269406392694	0	0
PON1	7799	7	0.00639269406392694	2	0.00182648401826484
PIGV	7800	7	0.00639269406392694	0	0
OR4C16	7801	7	0.00639269406392694	2	0.00182648401826484
NDNL2	7802	7	0.00639269406392694	0	0
LPXN	7803	7	0.00639269406392694	0	0
SYNE4	7804	7	0.00639269406392694	0	0
ALG12	7805	7	0.00639269406392694	0	0
BPIFC	7806	7	0.00639269406392694	1	0.00091324200913242
ZNF566	7807	7	0.00639269406392694	0	0
C3ORF72	7808	7	0.00639269406392694	3	0.00273972602739726
SRP68	7809	7	0.00639269406392694	2	0.00182648401826484
BTBD16	7810	7	0.00639269406392694	0	0
MFSD2A	7811	7	0.00639269406392694	1	0.00091324200913242
MBD4	7812	7	0.00639269406392694	1	0.00091324200913242
TMEM214	7813	7	0.00639269406392694	0	0
FBXW9	7814	7	0.00639269406392694	2	0.00182648401826484
HSPA1A	7815	7	0.00639269406392694	0	0
ITM2C	7816	7	0.00639269406392694	0	0
SUMF2	7817	7	0.00639269406392694	0	0
KERA	7818	7	0.00639269406392694	0	0
KEAP1	7819	7	0.00639269406392694	0	0
OMA1	7820	7	0.00639269406392694	0	0
FAM173A	7821	7	0.00639269406392694	0	0
OR2T11	7822	7	0.00639269406392694	1	0.00091324200913242
PRR14	7823	7	0.00639269406392694	1	0.00091324200913242
PRR11	7824	7	0.00639269406392694	2	0.00182648401826484
GFM2	7825	7	0.00639269406392694	1	0.00091324200913242
P4HA2	7826	7	0.00639269406392694	3	0.00273972602739726
LRIF1	7827	7	0.00639269406392694	0	0
CLDN5	7828	7	0.00639269406392694	3	0.00273972602739726
H1FNT	7829	7	0.00639269406392694	0	0
SFT2D3	7830	7	0.00639269406392694	1	0.00091324200913242
MCOLN1	7831	7	0.00639269406392694	1	0.00091324200913242
OTOS	7832	7	0.00639269406392694	0	0
FOXL2	7833	7	0.00639269406392694	1	0.00091324200913242
TRAF4	7834	7	0.00639269406392694	1	0.00091324200913242
KLK5	7835	7	0.00639269406392694	1	0.00091324200913242
NOB1	7836	7	0.00639269406392694	3	0.00273972602739726
PLBD1	7837	7	0.00639269406392694	0	0
BTN3A3	7838	7	0.00639269406392694	3	0.00273972602739726
SERAC1	7839	7	0.00639269406392694	2	0.00182648401826484
NFATC2IP	7840	7	0.00639269406392694	3	0.00273972602739726
C8ORF74	7841	7	0.00639269406392694	2	0.00182648401826484
RPL13	7842	7	0.00639269406392694	0	0
PRMT3	7843	7	0.00639269406392694	1	0.00091324200913242
LYNX1	7844	7	0.00639269406392694	2	0.00182648401826484
SUGP2	7845	7	0.00639269406392694	0	0
RARG	7846	7	0.00639269406392694	1	0.00091324200913242
ILVBL	7847	7	0.00639269406392694	1	0.00091324200913242
RBMX	7848	7	0.00639269406392694	5	0.0045662100456621
PPP1R16B	7849	7	0.00639269406392694	3	0.00273972602739726
HAAO	7850	7	0.00639269406392694	1	0.00091324200913242
OR2T3	7851	7	0.00639269406392694	2	0.00182648401826484
ECHDC2	7852	7	0.00639269406392694	2	0.00182648401826484
DPY19L4	7853	7	0.00639269406392694	1	0.00091324200913242
KRTAP9-7	7854	7	0.00639269406392694	2	0.00182648401826484
ARID4B	7855	7	0.00639269406392694	2	0.00182648401826484
MFNG	7856	7	0.00639269406392694	2	0.00182648401826484
ZNF250	7857	7	0.00639269406392694	0	0
PRAME	7858	7	0.00639269406392694	1	0.00091324200913242
HLX	7859	7	0.00639269406392694	0	0
ZNF200	7860	7	0.00639269406392694	1	0.00091324200913242
PUM1	7861	7	0.00639269406392694	0	0
NUP155	7862	7	0.00639269406392694	1	0.00091324200913242
NDUFS1	7863	7	0.00639269406392694	0	0
CD2BP2	7864	7	0.00639269406392694	3	0.00273972602739726
CHRM5	7865	7	0.00639269406392694	1	0.00091324200913242
CLCNKA	7866	7	0.00639269406392694	0	0
MRPL38	7867	7	0.00639269406392694	0	0
PIKFYVE	7868	7	0.00639269406392694	1	0.00091324200913242
LRRN2	7869	7	0.00639269406392694	0	0
DARS	7870	7	0.00639269406392694	1	0.00091324200913242
GPC5	7871	7	0.00639269406392694	1	0.00091324200913242
A1CF	7872	7	0.00639269406392694	1	0.00091324200913242
ATOH8	7873	7	0.00639269406392694	1	0.00091324200913242
OTUD3	7874	7	0.00639269406392694	0	0
PCBP4	7875	7	0.00639269406392694	1	0.00091324200913242
SCP2	7876	7	0.00639269406392694	2	0.00182648401826484
SLC6A6	7877	7	0.00639269406392694	0	0
GDAP1L1	7878	7	0.00639269406392694	1	0.00091324200913242
WDR20	7879	7	0.00639269406392694	0	0
NOMO1	7880	7	0.00639269406392694	1	0.00091324200913242
TRPV5	7881	7	0.00639269406392694	0	0
GALNT18	7882	7	0.00639269406392694	0	0
ZNF432	7883	7	0.00639269406392694	0	0
OR2T12	7884	7	0.00639269406392694	0	0
RPS6KA6	7885	7	0.00639269406392694	1	0.00091324200913242
RASSF4	7886	7	0.00639269406392694	0	0
SYTL4	7887	7	0.00639269406392694	2	0.00182648401826484
NSMF	7888	7	0.00639269406392694	1	0.00091324200913242
MCFD2	7889	7	0.00639269406392694	0	0
CYP2C9	7890	7	0.00639269406392694	1	0.00091324200913242
AP2B1	7891	7	0.00639269406392694	0	0
CCDC176	7892	7	0.00639269406392694	1	0.00091324200913242
SLC5A3	7893	7	0.00639269406392694	0	0
GP2	7894	7	0.00639269406392694	1	0.00091324200913242
CDCA5	7895	7	0.00639269406392694	0	0
LIX1L	7896	7	0.00639269406392694	3	0.00273972602739726
HABP2	7897	7	0.00639269406392694	1	0.00091324200913242
INTS5	7898	7	0.00639269406392694	0	0
FN3K	7899	7	0.00639269406392694	2	0.00182648401826484
IHH	7900	7	0.00639269406392694	0	0
CCDC74B	7901	7	0.00639269406392694	0	0
NOL4	7902	7	0.00639269406392694	2	0.00182648401826484
AAR2	7903	7	0.00639269406392694	0	0
KLHL1	7904	7	0.00639269406392694	0	0
SAG	7905	7	0.00639269406392694	1	0.00091324200913242
SRPX2	7906	7	0.00639269406392694	0	0
ST6GALNAC4	7907	7	0.00639269406392694	0	0
UFSP2	7908	7	0.00639269406392694	3	0.00273972602739726
STAR	7909	7	0.00639269406392694	2	0.00182648401826484
CYP3A43	7910	7	0.00639269406392694	0	0
UXS1	7911	7	0.00639269406392694	1	0.00091324200913242
GEMIN2	7912	7	0.00639269406392694	1	0.00091324200913242
RPS6KL1	7913	7	0.00639269406392694	0	0
MACC1	7914	7	0.00639269406392694	2	0.00182648401826484
OR2F1	7915	7	0.00639269406392694	2	0.00182648401826484
TCEA1	7916	7	0.00639269406392694	0	0
REPS1	7917	7	0.00639269406392694	1	0.00091324200913242
NTNG1	7918	7	0.00639269406392694	1	0.00091324200913242
FAM163B	7919	7	0.00639269406392694	0	0
LOX	7920	7	0.00639269406392694	0	0
FIZ1	7921	7	0.00639269406392694	1	0.00091324200913242
PRKCQ	7922	7	0.00639269406392694	0	0
IDH1	7923	7	0.00639269406392694	1	0.00091324200913242
FBXO38	7924	7	0.00639269406392694	1	0.00091324200913242
UBALD2	7925	7	0.00639269406392694	0	0
RNF151	7926	7	0.00639269406392694	1	0.00091324200913242
WIPF1	7927	7	0.00639269406392694	0	0
RBM15B	7928	7	0.00639269406392694	4	0.00365296803652968
NLE1	7929	7	0.00639269406392694	1	0.00091324200913242
PSME2	7930	7	0.00639269406392694	2	0.00182648401826484
RBM25	7931	7	0.00639269406392694	0	0
TMTC1	7932	7	0.00639269406392694	0	0
STON1-GTF2A1L	7933	7	0.00639269406392694	2	0.00182648401826484
ZP2	7934	7	0.00639269406392694	3	0.00273972602739726
C5ORF34	7935	7	0.00639269406392694	1	0.00091324200913242
TRADD	7936	7	0.00639269406392694	0	0
PRCP	7937	7	0.00639269406392694	0	0
SLC17A1	7938	7	0.00639269406392694	1	0.00091324200913242
PTPDC1	7939	7	0.00639269406392694	0	0
GRM8	7940	7	0.00639269406392694	0	0
TRIM43B	7941	7	0.00639269406392694	3	0.00273972602739726
SEPT5	7942	7	0.00639269406392694	0	0
UHRF2	7943	7	0.00639269406392694	0	0
ANGPTL7	7944	7	0.00639269406392694	0	0
ZNF547	7945	7	0.00639269406392694	1	0.00091324200913242
PIGR	7946	7	0.00639269406392694	1	0.00091324200913242
GPR151	7947	7	0.00639269406392694	5	0.0045662100456621
CHRNB4	7948	7	0.00639269406392694	2	0.00182648401826484
RAB21	7949	7	0.00639269406392694	2	0.00182648401826484
FAM169A	7950	7	0.00639269406392694	0	0
FCN2	7951	7	0.00639269406392694	1	0.00091324200913242
TMEM246	7952	7	0.00639269406392694	0	0
C2ORF53	7953	7	0.00639269406392694	2	0.00182648401826484
IQUB	7954	7	0.00639269406392694	1	0.00091324200913242
LILRA2	7955	7	0.00639269406392694	1	0.00091324200913242
LUC7L	7956	7	0.00639269406392694	0	0
PCDHB2	7957	7	0.00639269406392694	0	0
ZNF101	7958	7	0.00639269406392694	2	0.00182648401826484
SFRP4	7959	7	0.00639269406392694	0	0
DDA1	7960	7	0.00639269406392694	1	0.00091324200913242
ZKSCAN4	7961	7	0.00639269406392694	1	0.00091324200913242
GRB14	7962	7	0.00639269406392694	2	0.00182648401826484
SLC10A2	7963	7	0.00639269406392694	0	0
SLC35G5	7964	7	0.00639269406392694	1	0.00091324200913242
FAM131A	7965	7	0.00639269406392694	1	0.00091324200913242
MX2	7966	7	0.00639269406392694	2	0.00182648401826484
FAM92B	7967	7	0.00639269406392694	1	0.00091324200913242
BRD9	7968	7	0.00639269406392694	2	0.00182648401826484
ZNF701	7969	7	0.00639269406392694	4	0.00365296803652968
KCNT2	7970	7	0.00639269406392694	2	0.00182648401826484
PLA2G2F	7971	7	0.00639269406392694	0	0
PLCB1	7972	7	0.00639269406392694	1	0.00091324200913242
C3ORF17	7973	7	0.00639269406392694	1	0.00091324200913242
CYP20A1	7974	7	0.00639269406392694	0	0
FLT3	7975	7	0.00639269406392694	2	0.00182648401826484
STRA8	7976	7	0.00639269406392694	2	0.00182648401826484
ALDH3A1	7977	7	0.00639269406392694	1	0.00091324200913242
GLUL	7978	7	0.00639269406392694	0	0
GJB2	7979	7	0.00639269406392694	5	0.0045662100456621
ICAM1	7980	7	0.00639269406392694	0	0
SIX4	7981	7	0.00639269406392694	1	0.00091324200913242
ZNF367	7982	7	0.00639269406392694	1	0.00091324200913242
GTPBP10	7983	7	0.00639269406392694	0	0
WSCD2	7984	7	0.00639269406392694	1	0.00091324200913242
SPPL2C	7985	7	0.00639269406392694	0	0
AQP5	7986	7	0.00639269406392694	1	0.00091324200913242
SERPINE1	7987	7	0.00639269406392694	0	0
MORC4	7988	7	0.00639269406392694	0	0
MYRIP	7989	7	0.00639269406392694	0	0
ENPP1	7990	7	0.00639269406392694	0	0
TMEM145	7991	7	0.00639269406392694	0	0
YBX3	7992	7	0.00639269406392694	0	0
RAD21	7993	7	0.00639269406392694	1	0.00091324200913242
KSR2	7994	7	0.00639269406392694	0	0
WDR55	7995	7	0.00639269406392694	0	0
C1ORF198	7996	7	0.00639269406392694	2	0.00182648401826484
CISH	7997	7	0.00639269406392694	0	0
SLC38A7	7998	7	0.00639269406392694	0	0
RASSF6	7999	7	0.00639269406392694	2	0.00182648401826484
SLC35F4	8000	7	0.00639269406392694	0	0
OR2Y1	8001	7	0.00639269406392694	0	0
DNAJC10	8002	7	0.00639269406392694	0	0
CD44	8003	7	0.00639269406392694	1	0.00091324200913242
STOX1	8004	7	0.00639269406392694	0	0
SLC25A3	8005	7	0.00639269406392694	1	0.00091324200913242
WISP2	8006	7	0.00639269406392694	0	0
RGN	8007	7	0.00639269406392694	2	0.00182648401826484
AK7	8008	7	0.00639269406392694	1	0.00091324200913242
CACNG5	8009	7	0.00639269406392694	1	0.00091324200913242
ATXN10	8010	7	0.00639269406392694	1	0.00091324200913242
C11ORF84	8011	7	0.00639269406392694	1	0.00091324200913242
GEN1	8012	7	0.00639269406392694	2	0.00182648401826484
LIPN	8013	7	0.00639269406392694	2	0.00182648401826484
CNBD2	8014	7	0.00639269406392694	0	0
RELT	8015	7	0.00639269406392694	0	0
FOXK2	8016	7	0.00639269406392694	1	0.00091324200913242
SMUG1	8017	7	0.00639269406392694	0	0
ZNF232	8018	7	0.00639269406392694	2	0.00182648401826484
MAP3K13	8019	7	0.00639269406392694	1	0.00091324200913242
XRN2	8020	7	0.00639269406392694	1	0.00091324200913242
SLC9A9	8021	7	0.00639269406392694	0	0
AGT	8022	7	0.00639269406392694	4	0.00365296803652968
KCNQ5	8023	7	0.00639269406392694	1	0.00091324200913242
NEU1	8024	7	0.00639269406392694	0	0
TRMT6	8025	7	0.00639269406392694	2	0.00182648401826484
GALR2	8026	7	0.00639269406392694	1	0.00091324200913242
TBX21	8027	7	0.00639269406392694	1	0.00091324200913242
SLC46A2	8028	7	0.00639269406392694	1	0.00091324200913242
C19ORF80	8029	7	0.00639269406392694	1	0.00091324200913242
CELF5	8030	7	0.00639269406392694	1	0.00091324200913242
NBPF16	8031	7	0.00639269406392694	1	0.00091324200913242
OVCH2	8032	7	0.00639269406392694	1	0.00091324200913242
FAM193A	8033	7	0.00639269406392694	2	0.00182648401826484
CD8A	8034	7	0.00639269406392694	0	0
FAM131C	8035	7	0.00639269406392694	2	0.00182648401826484
CA9	8036	7	0.00639269406392694	0	0
VAX1	8037	7	0.00639269406392694	2	0.00182648401826484
HCFC1R1	8038	7	0.00639269406392694	1	0.00091324200913242
ELF4	8039	7	0.00639269406392694	0	0
SLC16A2	8040	7	0.00639269406392694	3	0.00273972602739726
CYP4F12	8041	7	0.00639269406392694	0	0
FKBP5	8042	7	0.00639269406392694	1	0.00091324200913242
NELL2	8043	7	0.00639269406392694	1	0.00091324200913242
POU3F2	8044	7	0.00639269406392694	1	0.00091324200913242
TNFAIP3	8045	7	0.00639269406392694	0	0
SPATA16	8046	7	0.00639269406392694	1	0.00091324200913242
SLC22A3	8047	7	0.00639269406392694	0	0
FOXG1	8048	7	0.00639269406392694	1	0.00091324200913242
CCDC94	8049	7	0.00639269406392694	0	0
SDSL	8050	7	0.00639269406392694	1	0.00091324200913242
CCDC3	8051	7	0.00639269406392694	2	0.00182648401826484
SLC6A1	8052	7	0.00639269406392694	1	0.00091324200913242
TRIM4	8053	7	0.00639269406392694	0	0
HDHD3	8054	7	0.00639269406392694	1	0.00091324200913242
SIRT5	8055	7	0.00639269406392694	0	0
ARMC9	8056	7	0.00639269406392694	1	0.00091324200913242
HM13	8057	7	0.00639269406392694	2	0.00182648401826484
APOLD1	8058	7	0.00639269406392694	1	0.00091324200913242
TUBGCP4	8059	7	0.00639269406392694	0	0
GRK4	8060	7	0.00639269406392694	0	0
SYBU	8061	7	0.00639269406392694	2	0.00182648401826484
C7ORF10	8062	7	0.00639269406392694	0	0
LEKR1	8063	7	0.00639269406392694	2	0.00182648401826484
SGK494	8064	7	0.00639269406392694	0	0
TM9SF3	8065	7	0.00639269406392694	1	0.00091324200913242
TAB3	8066	7	0.00639269406392694	0	0
ZNF496	8067	7	0.00639269406392694	1	0.00091324200913242
STAM2	8068	7	0.00639269406392694	3	0.00273972602739726
MLKL	8069	7	0.00639269406392694	0	0
C18ORF8	8070	7	0.00639269406392694	0	0
MVB12A	8071	7	0.00639269406392694	0	0
PLEKHF1	8072	7	0.00639269406392694	0	0
PROX2	8073	7	0.00639269406392694	0	0
KRT35	8074	7	0.00639269406392694	0	0
VIPAS39	8075	7	0.00639269406392694	1	0.00091324200913242
HMGCS1	8076	7	0.00639269406392694	0	0
DHRS1	8077	7	0.00639269406392694	2	0.00182648401826484
CNOT3	8078	7	0.00639269406392694	0	0
NARS2	8079	7	0.00639269406392694	1	0.00091324200913242
DHRS4L1	8080	7	0.00639269406392694	1	0.00091324200913242
MAGED1	8081	7	0.00639269406392694	2	0.00182648401826484
